epoch;accuracy;loss;lr;val_accuracy;val_loss
0;0.6115;0.984323404431343;0.001;0.5;7.636196371108767
1;0.5605;0.6965841579437256;0.001;0.5;0.7267236160853553
2;0.6065;0.6784362330436706;0.001;0.5;1.0687236133075895
